sale_id,date_key,product_key,customer_key,quantity,amount
9745,613,84,210,5,406.19
9746,161,53,270,5,2702.64
9747,511,35,212,5,2270.03
9748,329,5,233,3,856.58
9749,252,14,389,1,75.27
9750,126,71,486,6,2771.56
9751,51,68,280,1,270.13
9752,492,41,207,5,2111.64
9753,360,97,14,6,829.43
9754,667,2,164,9,568.74
9755,2,72,464,9,351.82
9756,431,63,305,8,3102.08
9757,267,33,256,7,1239.85
9758,218,58,273,9,2071.15
9759,386,25,425,7,2613.55
9760,303,50,391,6,2435.69
9761,225,30,154,8,595.34
9762,588,53,499,4,1779.52
9763,492,74,458,3,610.93
9764,710,56,471,3,643.74
9765,631,10,177,1,74.12
9766,497,38,106,9,5001.91
9767,511,32,148,6,1945.24
9768,169,15,308,5,1186.23
9769,649,1,130,8,2646.67
9770,427,4,320,8,175.27
9771,657,73,219,3,395.21
9772,277,46,487,10,3052.28
9773,242,53,194,1,499.69
9774,325,75,59,10,1453.08
9775,450,97,153,8,1248.08
9776,238,50,224,6,2406.18
9777,452,83,271,9,1842.73
9778,462,39,260,10,5123.47
9779,355,84,447,6,482.77
9780,251,15,410,10,2812.0
9781,269,34,491,10,2906.1
9782,67,56,125,10,2028.78
9783,348,62,129,8,2353.69
9784,285,31,225,3,979.81
9785,228,65,141,9,355.77
9786,379,50,463,2,955.29
9787,636,11,476,9,493.37
9788,532,61,171,6,92.26
9789,685,69,435,4,352.56
9790,192,77,21,1,33.81
9791,332,76,7,6,1259.94
9792,117,57,118,7,2510.47
9793,374,37,17,6,233.75
9794,69,74,115,5,1068.18
9795,190,38,210,3,1655.5
9796,481,14,69,4,275.98
9797,253,8,397,7,2700.18
9798,208,48,450,4,2046.43
9799,378,79,484,8,1557.21
9800,600,86,278,1,35.91
9801,161,65,96,2,82.41
9802,1,68,251,9,2143.5
9803,645,42,325,8,1203.77
9804,566,19,399,8,1306.52
9805,477,55,127,1,89.03
9806,481,59,113,10,4693.89
9807,528,93,127,7,2252.49
9808,422,4,292,8,165.46
9809,511,65,415,6,271.43
9810,12,97,29,5,636.84
9811,373,85,24,8,4113.59
9812,616,52,81,10,530.13
9813,28,88,42,1,519.33
9814,627,30,364,3,240.09
9815,152,52,183,3,140.01
9816,163,45,149,7,2811.17
9817,341,80,156,2,927.79
9818,436,64,62,2,75.77
9819,328,27,300,9,1364.08
9820,453,22,143,6,1946.68
9821,605,71,236,1,495.18
9822,688,65,156,1,40.01
9823,729,41,392,4,1630.04
9824,3,47,101,7,2547.56
9825,642,62,73,7,2087.38
9826,635,48,18,8,3942.8
9827,25,45,43,4,1927.8
9828,419,78,213,8,3506.93
9829,132,69,55,6,575.51
9830,249,71,231,1,475.16
9831,188,62,443,9,3016.0
9832,230,58,292,9,1970.62
9833,115,37,492,10,328.49
9834,87,29,243,2,654.82
9835,3,55,353,4,353.87
9836,542,48,272,4,1581.2
9837,573,34,350,9,2109.54
9838,436,100,478,9,419.12
9839,434,57,83,4,1531.68
9840,436,44,342,7,2310.77
9841,409,61,247,6,106.21
9842,359,73,183,8,1112.14
9843,335,38,52,1,470.95
9844,655,86,455,8,279.79
9845,675,17,182,1,311.76
9846,184,43,353,9,62.18
9847,515,71,34,1,449.24
9848,328,42,271,8,1076.46
9849,351,63,258,5,1913.4
9850,484,81,77,1,194.12
9851,157,37,482,2,62.32
9852,294,11,190,1,55.33
9853,311,75,126,2,277.71
9854,15,67,344,2,137.94
9855,697,15,45,6,1737.28
9856,645,49,497,7,1515.13
9857,664,37,9,5,178.99
9858,671,46,24,1,264.28
9859,320,43,283,5,28.43
9860,657,71,301,3,1153.79
9861,490,3,208,10,498.02
9862,39,84,197,5,421.2
9863,316,80,124,6,2548.97
9864,357,95,357,9,2691.26
9865,695,29,404,7,2106.26
9866,223,52,150,8,338.26
9867,169,39,186,6,3151.18
9868,100,63,20,9,3418.68
9869,242,45,34,5,2422.25
9870,684,24,134,5,2583.08
9871,628,81,425,7,1308.24
9872,254,86,312,1,38.02
9873,36,34,183,4,1057.18
9874,728,71,10,5,2293.74
9875,564,98,279,7,1617.28
9876,170,41,54,5,1644.13
9877,590,49,57,8,1708.82
9878,594,65,484,8,292.74
9879,510,2,488,10,740.94
9880,119,51,497,7,268.16
9881,575,14,115,1,61.38
9882,642,70,151,7,1301.58
9883,696,24,282,2,949.49
9884,104,49,130,6,1375.01
9885,419,50,79,6,2591.66
9886,115,20,444,6,1034.24
9887,111,17,226,7,2391.57
9888,464,51,89,3,109.7
9889,599,46,476,8,2666.11
9890,655,75,483,5,711.89
9891,373,5,285,1,265.17
9892,664,65,316,8,283.99
9893,238,84,113,2,175.9
9894,508,13,478,7,2438.24
9895,285,23,196,2,159.65
9896,259,58,45,7,1346.47
9897,272,34,393,2,494.37
9898,441,34,146,6,1627.67
9899,513,95,325,3,814.98
9900,425,95,306,5,1409.27
9901,378,33,45,10,2208.31
9902,118,29,478,8,2681.14
9903,261,77,260,8,264.0
9904,139,3,309,4,210.02
9905,197,57,127,10,3666.05
9906,334,95,85,5,1476.75
9907,487,86,214,1,37.33
9908,498,37,338,2,68.77
9909,268,98,458,5,984.33
9910,175,56,356,2,389.06
9911,196,37,80,6,209.07
9912,395,12,286,4,1516.37
9913,441,93,79,2,532.01
9914,262,16,442,6,1663.44
9915,10,74,342,6,1269.65
9916,136,81,186,3,641.26
9917,348,1,189,7,2919.07
9918,516,82,32,9,4679.32
9919,663,68,473,3,759.31
9920,450,21,242,2,631.07
9921,193,27,158,1,145.46
9922,189,85,317,4,1931.48
9923,108,94,401,4,163.26
9924,482,21,232,4,1301.28
9925,420,17,230,8,2990.35
9926,440,57,150,7,2956.01
9927,344,65,407,9,399.57
9928,595,82,433,5,2500.58
9929,551,58,328,8,1742.75
9930,598,88,78,10,4310.49
9931,622,79,100,2,375.38
9932,501,45,327,8,3128.42
9933,413,53,259,5,2599.07
9934,619,1,466,6,2051.53
9935,665,55,460,8,724.35
9936,215,98,96,1,209.91
9937,407,16,462,4,1293.77
9938,496,58,306,1,192.87
9939,310,6,469,4,420.45
9940,547,29,97,4,1160.34
9941,327,86,482,2,70.6
9942,108,51,207,5,170.4
9943,12,21,128,7,2196.81
9944,60,16,447,10,2665.45
9945,542,89,378,10,345.97
9946,375,25,37,2,657.56
9947,685,31,289,8,3029.79
9948,97,47,249,4,1419.66
9949,89,41,297,2,660.25
9950,387,100,219,1,41.26
9951,188,31,367,7,2501.18
9952,297,51,20,3,98.29
9953,669,23,415,3,243.03
9954,507,71,328,10,3848.19
9955,345,14,327,9,690.04
9956,150,55,493,2,196.52
9957,251,44,23,7,2374.53
9958,62,68,149,1,208.67
9959,492,79,456,10,2059.49
9960,668,3,203,3,153.13
9961,537,9,20,10,4030.44
9962,490,83,182,3,714.03
9963,433,68,203,7,1889.97
9964,51,69,110,7,705.66
9965,401,72,477,3,92.83
9966,43,57,489,4,1502.28
9967,201,7,270,8,798.68
9968,288,97,102,10,1167.41
9969,634,2,309,3,190.62
9970,54,44,433,7,2416.03
9971,41,62,4,3,1018.15
9972,292,64,147,9,378.93
9973,669,58,320,9,1940.74
9974,543,79,88,2,379.07
9975,473,30,273,2,169.15
9976,179,20,306,4,679.08
9977,589,59,344,3,1539.01
9978,336,33,20,2,380.68
9979,687,87,128,9,283.19
9980,303,63,395,6,1999.0
9981,657,11,260,9,444.69
9982,319,47,308,5,1886.11
9983,54,8,244,10,3659.59
9984,277,97,220,4,529.51
9985,614,67,124,8,621.82
9986,369,82,333,6,2905.56
9987,287,44,279,4,1546.87
9988,370,5,7,8,2192.87
9989,33,79,298,1,220.5
9990,119,57,405,3,998.48
9991,80,30,393,6,521.29
9992,724,65,2,5,181.89
9993,243,15,413,6,1756.38
9994,595,54,136,1,60.64
9995,86,40,208,1,300.39
9996,633,87,103,4,113.08
9997,8,56,86,3,703.08
9998,393,7,352,10,1040.91
9999,398,96,142,3,1088.43
10000,409,30,119,2,145.95
10001,300,7,463,9,1166.79
10002,195,14,4,2,132.59
10003,708,58,62,10,2203.57
10004,303,41,239,5,1664.92
10005,113,78,341,10,4645.82
10006,568,10,307,1,69.81
10007,341,53,395,8,4262.52
10008,239,82,184,3,1517.14
10009,232,47,307,6,2010.35
10010,443,31,186,3,1041.83
10011,246,84,484,1,73.05
10012,191,68,402,7,1662.22
10013,101,7,204,7,757.27
10014,434,3,87,5,245.99
10015,198,47,453,8,3004.72
10016,295,11,341,5,260.66
10017,377,61,44,8,117.26
10018,155,17,366,8,2948.76
10019,640,80,434,8,3665.71
10020,694,99,179,3,673.38
10021,125,41,270,8,3494.31
10022,536,80,361,9,4007.8
10023,119,52,418,9,472.91
10024,102,62,498,2,560.07
10025,117,12,35,5,1907.63
10026,270,15,81,5,1475.5
10027,513,40,187,5,1951.7
10028,451,28,39,4,1725.54
10029,482,92,136,2,131.51
10030,1,88,210,7,3314.53
10031,318,41,336,1,390.4
10032,488,95,417,1,239.41
10033,8,16,333,2,657.15
10034,413,12,237,1,410.11
10035,212,84,449,1,72.15
10036,689,17,232,4,1342.18
10037,93,86,488,9,329.01
10038,666,12,233,3,1093.81
10039,251,41,241,10,3716.62
10040,433,34,7,1,223.55
10041,66,86,397,6,197.77
10042,133,100,205,1,43.85
10043,449,71,420,3,1434.77
10044,77,16,216,5,1325.61
10045,706,23,156,2,189.08
10046,260,61,163,5,80.72
10047,447,19,141,9,1147.05
10048,235,8,330,7,3175.81
10049,301,17,381,2,723.8
10050,433,66,134,7,2038.73
10051,531,77,415,6,158.49
10052,719,44,315,3,1056.42
10053,706,55,201,6,465.3
10054,508,37,218,5,172.67
10055,240,13,485,7,3045.84
10056,277,75,406,6,731.14
10057,35,100,166,5,181.75
10058,708,28,244,2,991.17
10059,658,87,149,7,223.95
10060,248,81,54,1,218.39
10061,557,77,435,1,31.29
10062,549,55,296,6,513.08
10063,385,7,58,9,1119.74
10064,540,30,8,5,333.9
10065,690,42,325,5,782.67
10066,501,40,429,8,2526.28
10067,274,90,115,6,2931.28
10068,669,78,241,4,1899.06
10069,618,62,18,2,621.87
10070,515,99,185,3,765.68
10071,372,31,40,8,3256.6
10072,328,7,131,1,124.23
10073,220,61,10,2,34.63
10074,119,67,168,10,683.29
10075,587,90,230,5,2224.32
10076,636,46,87,10,2624.27
10077,673,46,17,10,2926.59
10078,585,20,258,2,379.94
10079,458,94,79,7,309.32
10080,51,51,485,4,144.42
10081,621,78,326,3,1361.49
10082,437,82,49,2,954.2
10083,276,5,416,7,1613.25
10084,500,66,331,10,2883.34
10085,546,95,382,1,255.37
10086,207,12,391,2,759.9
10087,684,16,236,10,2761.55
10088,143,71,77,3,1184.76
10089,84,24,169,7,3449.17
10090,141,45,2,4,1753.63
10091,353,97,457,7,847.39
10092,180,89,236,2,75.43
10093,268,12,98,5,2307.95
10094,509,84,363,8,591.97
10095,207,41,334,8,2836.24
10096,502,33,93,2,426.83
10097,317,93,78,1,301.11
10098,190,5,225,10,2351.3
10099,493,34,58,6,1612.53
10100,467,9,317,10,3282.29
10101,351,7,441,6,786.68
10102,140,85,492,6,2668.3
10103,657,1,443,10,3569.05
10104,706,95,351,9,2368.11
10105,623,91,311,4,149.71
10106,688,24,251,4,1955.69
10107,357,59,77,4,1812.36
10108,642,13,217,2,718.69
10109,153,11,123,6,269.14
10110,676,82,38,4,1941.09
10111,52,14,16,8,506.78
10112,382,98,347,1,208.99
10113,267,52,499,10,442.56
10114,538,100,417,5,219.39
10115,107,22,109,3,1050.69
10116,130,24,117,3,1665.39
10117,572,62,403,4,1193.55
10118,330,91,441,8,268.25
10119,590,39,107,10,5339.03
10120,108,32,246,1,429.18
10121,362,72,450,8,318.54
10122,211,62,317,3,788.55
10123,115,55,418,9,707.08
10124,385,84,28,9,625.83
10125,611,27,229,2,264.53
10126,640,30,39,8,667.99
10127,309,35,366,10,4370.03
10128,253,70,2,4,709.46
10129,285,84,225,4,330.76
10130,99,29,407,4,1296.17
10131,688,33,295,5,981.78
10132,314,47,161,5,1643.25
10133,500,2,8,6,499.59
10134,365,42,333,9,1360.14
10135,210,34,283,2,540.23
10136,524,4,342,9,194.34
10137,579,84,382,4,328.19
10138,330,8,413,3,1300.68
10139,548,36,252,8,3263.9
10140,567,98,85,6,1394.41
10141,363,29,238,2,756.15
10142,437,99,151,2,438.82
10143,241,28,381,1,431.72
10144,17,49,211,7,1821.88
10145,506,8,331,7,2595.33
10146,239,12,52,10,4612.85
10147,71,92,221,2,147.94
10148,605,43,173,4,22.68
10149,251,63,106,2,783.48
10150,262,88,30,4,1833.59
10151,638,10,498,8,558.98
10152,221,63,293,4,1220.01
10153,100,69,298,3,331.61
10154,15,37,471,6,219.84
10155,47,62,74,2,573.21
10156,277,58,499,5,899.19
10157,442,72,139,8,258.48
10158,369,42,32,7,1192.4
10159,138,74,339,10,1946.41
10160,225,50,414,8,3650.98
10161,123,17,13,8,3046.76
10162,36,80,177,8,3514.64
10163,678,78,12,4,1830.3
10164,719,42,6,9,1189.7
10165,619,97,411,7,966.71
10166,270,36,165,7,2635.0
10167,721,58,381,9,1975.48
10168,458,34,151,3,663.69
10169,323,34,29,6,1730.46
10170,379,89,341,6,194.17
10171,288,2,289,3,192.11
10172,404,83,256,6,1325.48
10173,612,87,125,1,33.62
10174,25,10,115,5,454.56
10175,81,39,448,1,463.7
10176,645,69,27,7,721.86
10177,20,74,37,5,1231.83
10178,279,56,184,5,1078.41
10179,6,7,7,1,127.45
10180,39,3,150,7,311.49
10181,368,33,320,8,1565.68
10182,217,38,375,9,4899.25
10183,360,22,185,7,1912.59
10184,565,75,310,3,474.89
10185,406,55,69,6,511.62
10186,62,11,495,4,205.49
10187,714,61,309,6,99.07
10188,92,65,58,3,126.25
10189,110,50,181,3,1391.69
10190,382,8,286,2,779.24
10191,338,78,12,5,2234.43
10192,347,3,225,2,104.01
10193,263,10,324,7,605.35
10194,493,62,439,7,2309.21
10195,104,81,21,4,834.35
10196,161,90,127,2,874.3
10197,412,61,30,3,44.32
10198,385,13,212,9,3372.06
10199,300,36,195,10,3874.81
10200,375,98,486,9,2148.76
10201,185,33,350,5,887.01
10202,681,70,117,3,542.52
10203,69,12,439,4,1883.44
10204,648,17,140,5,1794.96
10205,730,77,419,3,97.72
10206,469,96,368,6,2309.28
10207,95,92,440,5,361.79
10208,307,68,466,10,2742.74
10209,21,1,295,5,1795.88
10210,558,33,460,7,1305.94
10211,594,20,330,5,958.24
10212,516,64,287,1,40.02
10213,489,97,125,8,1058.2
10214,654,87,413,8,232.7
10215,261,74,241,4,895.37
10216,47,42,128,5,831.76
10217,360,15,289,2,615.79
10218,466,16,217,3,963.1
10219,586,58,157,8,1588.52
10220,469,56,218,7,1615.33
10221,709,79,42,10,1826.97
10222,195,47,84,7,2949.02
10223,130,44,296,10,3489.89
10224,460,56,443,10,2142.07
10225,16,68,407,6,1399.61
10226,459,41,295,2,661.33
10227,384,84,224,4,355.52
10228,606,84,344,7,568.76
10229,678,39,439,5,2636.1
10230,489,62,470,2,551.97
10231,364,58,434,8,1836.1
10232,57,18,497,6,2952.75
10233,19,90,44,6,2457.55
10234,289,33,317,5,872.35
10235,636,89,319,9,282.39
10236,332,17,190,7,2670.62
10237,222,63,133,5,2008.14
10238,563,35,183,6,2768.03
10239,727,86,336,8,272.11
10240,690,53,108,4,2148.95
10241,707,35,498,3,1100.94
10242,342,4,290,6,134.57
10243,11,88,231,3,1368.05
10244,482,17,271,3,989.45
10245,586,42,345,9,1507.0
10246,510,8,485,9,3739.83
10247,280,21,377,7,2701.32
10248,24,31,210,7,2860.47
10249,554,4,404,3,64.19
10250,446,88,449,5,2137.76
10251,177,83,464,10,2441.31
10252,293,26,355,6,2134.36
10253,494,78,426,7,3699.88
10254,443,46,115,8,2448.38
10255,479,88,270,5,2051.75
10256,503,14,216,5,340.39
10257,67,76,58,7,1425.83
10258,697,55,298,6,445.76
10259,704,61,412,3,44.05
10260,181,45,19,2,842.58
10261,76,45,219,10,4328.28
10262,64,62,320,9,2380.07
10263,55,62,343,1,253.72
10264,65,26,111,5,2259.59
10265,594,3,73,4,217.88
10266,492,39,119,3,1601.81
10267,443,74,441,3,733.88
10268,286,80,145,2,879.56
10269,93,90,195,10,4441.54
10270,626,79,61,2,430.26
10271,179,74,434,5,1108.23
10272,270,6,127,2,237.3
10273,556,20,284,8,1728.87
10274,97,34,223,6,1585.05
10275,99,11,335,3,131.08
10276,194,30,289,1,86.91
10277,618,50,222,7,3214.97
10278,260,20,112,10,2135.08
10279,298,25,286,4,1466.72
10280,366,87,382,5,166.39
10281,543,65,154,7,258.81
10282,491,31,157,9,3495.04
10283,333,7,377,4,389.34
10284,184,58,244,3,640.99
10285,82,59,295,4,1970.93
10286,411,21,184,1,399.85
10287,338,46,102,3,898.5
10288,633,78,75,5,2686.35
10289,671,82,157,9,3854.81
10290,478,19,203,9,1367.6
10291,725,63,302,4,1521.23
10292,682,68,292,5,1324.11
10293,82,22,438,9,3276.86
10294,454,22,260,8,2539.25
10295,510,69,197,10,868.48
10296,302,3,227,7,356.88
10297,170,77,194,10,341.6
10298,391,41,94,5,1696.22
10299,325,63,113,2,746.1
10300,52,19,10,5,610.37
10301,80,91,459,1,38.18
10302,105,73,36,3,395.21
10303,287,32,403,4,1479.47
10304,185,55,187,8,699.98
10305,103,38,318,7,3195.8
10306,367,41,16,2,789.99
10307,379,27,463,2,288.4
10308,32,15,369,6,1675.15
10309,379,51,227,4,153.04
10310,94,29,245,1,348.65
10311,715,92,34,8,480.01
10312,196,12,464,8,3252.9
10313,29,64,120,1,34.73
10314,107,91,478,8,282.51
10315,219,31,427,10,3716.48
10316,649,85,23,2,1068.28
10317,6,13,339,5,2062.5
10318,424,21,40,9,3282.52
10319,162,21,487,5,1505.92
10320,1,54,40,4,276.19
10321,343,35,434,10,4217.22
10322,413,7,88,6,757.68
10323,278,32,175,9,3597.43
10324,284,61,43,2,33.87
10325,729,4,403,1,22.46
10326,348,7,43,6,735.33
10327,72,91,58,10,437.84
10328,626,81,209,1,211.69
10329,155,62,208,10,3212.08
10330,720,36,408,8,3649.98
10331,622,56,214,1,236.8
10332,263,65,432,6,231.48
10333,325,61,180,1,16.97
10334,174,23,159,7,666.97
10335,59,50,303,5,2307.37
10336,709,65,213,2,86.88
10337,504,44,437,5,2128.58
10338,531,21,256,8,2488.82
10339,119,39,288,9,4800.37
10340,100,49,29,6,1687.56
10341,22,10,291,8,689.35
10342,339,46,467,8,2114.71
10343,175,52,252,9,411.42
10344,334,6,135,5,553.42
10345,94,39,464,5,2608.05
10346,640,34,393,3,829.24
10347,506,81,10,9,1753.5
10348,717,45,435,1,379.0
10349,127,30,225,9,713.77
10350,182,53,262,5,2722.65
10351,455,6,151,3,287.44
10352,421,93,289,9,2322.06
10353,154,1,228,7,2729.09
10354,81,57,335,1,327.04
10355,548,10,462,5,375.37
10356,369,74,242,3,716.27
10357,232,77,384,8,232.49
10358,108,88,25,6,2554.86
10359,471,11,166,1,43.72
10360,507,56,8,2,453.07
10361,469,45,388,2,926.84
10362,550,1,3,8,3344.99
10363,567,33,92,9,1706.06
10364,377,47,234,7,2357.96
10365,641,55,472,8,690.22
10366,47,56,220,8,1525.8
10367,95,78,372,3,1584.1
10368,182,71,389,4,1626.26
10369,121,34,106,1,292.0
10370,607,20,57,6,1013.71
10371,181,96,187,10,3350.24
10372,228,26,217,8,3701.09
10373,288,89,28,9,314.37
10374,105,22,352,1,304.49
10375,599,35,414,5,2277.91
10376,644,99,201,10,2481.62
10377,547,70,15,2,325.73
10378,170,44,387,7,2914.03
10379,63,69,111,7,610.55
10380,15,72,277,1,31.31
10381,503,85,20,2,1070.74
10382,665,22,368,1,341.84
10383,408,92,124,8,447.13
10384,381,44,317,6,2557.86
10385,638,14,163,2,129.23
10386,388,97,40,7,1014.2
10387,156,74,208,6,1379.4
10388,407,96,99,7,2607.06
10389,56,17,400,6,1840.52
10390,385,66,250,4,1516.45
10391,63,80,76,3,1231.28
10392,283,47,24,9,3952.23
10393,21,50,315,5,1881.98
10394,450,72,410,8,306.83
10395,666,72,255,2,76.66
10396,549,26,326,5,2301.1
10397,58,7,328,1,111.96
10398,331,70,150,9,1519.78
10399,247,92,387,10,591.56
10400,28,97,3,5,668.19
10401,231,90,416,6,2816.77
10402,425,1,363,9,3458.35
10403,644,64,455,1,37.02
10404,579,88,126,8,3540.52
10405,6,37,145,8,325.16
10406,53,82,426,6,2988.39
10407,249,8,135,8,2772.92
10408,501,84,272,10,699.55
10409,467,55,135,6,460.11
10410,193,1,352,1,352.05
10411,646,7,460,2,255.29
10412,559,42,469,8,1140.35
10413,494,27,463,9,1240.72
10414,1,70,145,3,538.66
10415,25,49,82,9,1998.2
10416,334,1,228,3,1064.13
10417,230,24,7,6,3141.17
10418,550,47,38,6,2530.22
10419,58,15,97,6,1497.76
10420,480,11,48,8,413.74
10421,486,87,390,6,152.8
10422,371,16,107,10,3122.65
10423,124,68,326,5,1047.09
10424,26,46,384,2,672.03
10425,105,17,12,1,331.59
10426,648,6,141,6,540.05
10427,439,75,310,4,522.87
10428,158,61,209,10,137.71
10429,392,72,293,10,325.35
10430,232,66,239,10,3061.96
10431,581,20,346,6,1020.39
10432,209,78,25,7,3879.82
10433,376,53,102,7,3743.34
10434,450,11,77,5,279.71
10435,127,27,245,4,568.23
10436,305,79,45,3,645.45
10437,549,9,291,4,1567.9
10438,399,75,148,4,559.63
10439,213,55,180,4,303.66
10440,314,95,496,6,1674.31
10441,611,36,191,7,2822.86
10442,121,48,17,9,4240.68
10443,112,38,196,4,2165.52
10444,111,69,230,10,1007.56
10445,491,53,400,4,1803.71
10446,690,98,24,3,631.21
10447,288,20,415,4,694.38
10448,228,89,266,9,310.2
10449,246,14,339,10,645.18
10450,149,42,14,10,1604.82
10451,675,20,254,1,174.6
10452,25,100,159,4,178.65
10453,560,56,476,7,1469.06
10454,311,60,21,8,1068.37
10455,399,6,378,3,306.92
10456,489,94,260,10,444.65
10457,437,26,212,9,3182.37
10458,211,63,100,9,2774.2
10459,569,100,270,3,112.69
10460,45,73,236,1,112.46
10461,595,70,87,5,892.2
10462,52,81,352,8,1476.91
10463,537,89,473,7,206.95
10464,4,73,260,7,987.87
10465,414,59,271,3,1353.15
10466,666,9,451,7,2486.78
10467,588,50,6,1,423.92
10468,409,65,349,9,313.38
10469,164,63,302,1,335.29
10470,168,48,88,9,4350.29
10471,387,42,258,1,146.78
10472,77,87,231,10,265.47
10473,647,37,52,10,376.49
10474,468,78,227,1,443.5
10475,43,72,32,9,287.8
10476,573,93,3,10,2955.9
10477,355,93,133,5,1636.38
10478,467,71,294,1,490.24
10479,279,69,127,4,367.82
10480,326,70,194,8,1623.13
10481,650,18,199,1,387.62
10482,222,9,344,9,3332.93
10483,433,91,217,7,254.06
10484,328,82,311,10,4603.66
10485,701,39,114,1,490.23
10486,570,2,432,4,291.4
10487,178,83,398,6,1365.85
10488,247,57,55,3,1108.71
10489,539,68,255,1,223.72
10490,83,43,403,6,39.5
10491,652,13,121,8,2945.26
10492,80,37,420,3,124.87
10493,123,62,343,6,1717.79
10494,141,35,247,10,4444.84
10495,259,32,101,2,748.82
10496,558,21,231,4,1503.65
10497,40,46,333,10,3043.8
10498,446,18,17,9,3634.4
10499,15,57,267,5,2016.47
10500,411,33,460,1,218.75
10501,341,57,230,5,1841.04
10502,396,18,60,10,4430.9
10503,498,66,340,6,2224.07
10504,352,81,65,6,1295.23
10505,680,39,77,5,2307.54
10506,433,52,233,3,146.9
10507,587,78,29,8,3484.07
10508,431,61,316,5,66.5
10509,683,4,51,6,135.89
10510,267,14,117,9,540.45
10511,239,72,209,9,317.42
10512,243,79,70,4,907.39
10513,683,97,311,9,1187.89
10514,159,46,332,5,1496.9
10515,514,95,216,3,806.3
10516,442,12,31,4,1626.93
10517,382,64,138,9,298.82
10518,320,26,252,2,874.49
10519,594,21,211,3,1051.19
10520,642,47,3,7,2300.78
10521,80,20,421,7,1283.13
10522,293,50,326,1,451.25
10523,445,10,146,10,889.23
10524,581,11,4,1,52.4
10525,441,51,183,10,374.38
10526,317,44,483,5,2160.5
10527,255,5,28,2,506.41
10528,532,35,438,7,2683.93
10529,503,94,153,3,149.23
10530,5,83,162,3,705.17
10531,134,44,341,9,3512.39
10532,469,88,477,4,1595.53
10533,204,21,56,7,2830.79
10534,383,100,462,7,294.85
10535,109,6,384,8,717.93
10536,545,87,342,7,224.46
10537,68,16,417,8,2042.42
10538,686,33,1,3,582.12
10539,23,53,139,3,1312.22
10540,470,54,465,5,316.55
10541,590,83,157,7,1427.99
10542,442,87,352,6,155.35
10543,328,25,146,8,3071.89
10544,689,34,41,2,590.98
10545,16,21,261,6,2241.97
10546,361,25,368,9,3129.72
10547,511,44,184,10,3981.43
10548,575,64,473,6,234.56
10549,192,8,134,2,853.47
10550,331,21,493,9,3397.82
10551,169,98,117,1,252.55
10552,102,52,473,5,253.25
10553,21,85,127,3,1498.49
10554,507,59,361,5,2113.02
10555,295,30,117,3,233.51
10556,317,45,348,8,3513.75
10557,511,89,330,5,184.61
10558,56,38,439,8,4514.31
10559,133,34,326,7,1919.04
10560,636,62,77,9,2435.4
10561,303,14,289,1,64.99
10562,643,85,446,2,830.0
10563,611,74,227,9,1915.76
10564,178,79,261,3,633.16
10565,254,9,195,5,1558.92
10566,132,65,65,7,268.33
10567,358,78,241,1,552.62
10568,185,37,265,10,317.64
10569,351,83,187,8,1747.92
10570,582,12,186,9,4099.55
10571,235,34,348,6,1724.92
10572,359,15,334,3,958.47
10573,229,37,105,5,169.96
10574,479,89,14,9,322.81
10575,425,84,111,2,184.79
10576,246,76,169,10,2343.43
10577,245,42,478,8,1216.62
10578,672,35,439,6,2680.17
10579,484,27,354,2,246.68
10580,168,10,327,2,178.39
10581,187,51,158,3,88.73
10582,676,66,41,6,1869.22
10583,508,71,259,10,3959.25
10584,476,82,498,8,3210.38
10585,60,48,439,1,451.92
10586,637,48,485,1,478.74
10587,134,50,343,4,1593.84
10588,415,23,478,5,456.94
10589,208,17,219,6,1965.87
10590,4,99,254,10,2336.08
10591,262,95,252,1,262.3
10592,637,96,435,4,1322.19
10593,530,64,254,6,206.9
10594,668,25,318,10,3564.37
10595,200,50,290,2,961.98
10596,308,47,142,5,1687.11
10597,696,76,280,4,1027.11
10598,372,58,499,10,1814.57
10599,170,52,414,3,152.54
10600,19,13,215,6,2139.31
10601,618,93,296,6,1574.05
10602,291,58,437,9,2003.57
10603,506,13,185,6,2597.99
10604,198,27,37,8,1124.71
10605,234,10,407,4,341.72
10606,507,43,460,7,51.54
10607,632,55,384,2,192.18
10608,389,47,323,1,341.42
10609,21,3,403,1,43.3
10610,542,55,158,10,937.95
10611,366,67,344,8,488.87
10612,6,45,62,3,1481.25
10613,233,66,460,1,373.91
10614,432,25,49,10,3645.31
10615,339,28,455,8,3862.86
10616,393,77,107,3,96.34
10617,479,82,295,3,1478.06
10618,510,37,346,7,276.18
10619,184,51,467,9,319.06
10620,488,41,100,2,673.02
10621,357,21,343,5,1899.25
10622,212,69,252,3,329.84
10623,27,57,167,8,3124.16
10624,100,40,441,5,1584.39
10625,624,35,415,2,886.75
10626,579,49,338,5,1166.01
10627,695,74,498,7,1434.84
10628,270,86,104,9,295.44
10629,589,92,425,3,208.48
10630,458,86,39,6,207.88
10631,235,86,326,7,248.25
10632,6,83,228,1,202.84
10633,113,70,80,6,948.73
10634,122,4,481,4,69.27
10635,545,56,232,3,739.32
10636,489,46,297,2,571.31
10637,383,54,220,2,142.0
10638,413,94,236,7,347.41
10639,95,93,171,1,310.49
10640,241,35,1,2,733.39
10641,190,51,335,6,192.45
10642,388,89,156,8,254.95
10643,658,99,429,7,1556.13
10644,469,25,372,3,1058.86
10645,489,62,499,5,1296.34
10646,61,44,2,7,2690.96
