date_key,full_date,year,month,week,day,weekday
607,2024-08-29,2024,8,35,29,Thursday
608,2024-08-30,2024,8,35,30,Friday
609,2024-08-31,2024,8,35,31,Saturday
610,2024-09-01,2024,9,35,1,Sunday
611,2024-09-02,2024,9,36,2,Monday
612,2024-09-03,2024,9,36,3,Tuesday
613,2024-09-04,2024,9,36,4,Wednesday
614,2024-09-05,2024,9,36,5,Thursday
615,2024-09-06,2024,9,36,6,Friday
616,2024-09-07,2024,9,36,7,Saturday
617,2024-09-08,2024,9,36,8,Sunday
618,2024-09-09,2024,9,37,9,Monday
619,2024-09-10,2024,9,37,10,Tuesday
620,2024-09-11,2024,9,37,11,Wednesday
621,2024-09-12,2024,9,37,12,Thursday
622,2024-09-13,2024,9,37,13,Friday
623,2024-09-14,2024,9,37,14,Saturday
624,2024-09-15,2024,9,37,15,Sunday
625,2024-09-16,2024,9,38,16,Monday
626,2024-09-17,2024,9,38,17,Tuesday
627,2024-09-18,2024,9,38,18,Wednesday
628,2024-09-19,2024,9,38,19,Thursday
629,2024-09-20,2024,9,38,20,Friday
630,2024-09-21,2024,9,38,21,Saturday
631,2024-09-22,2024,9,38,22,Sunday
632,2024-09-23,2024,9,39,23,Monday
633,2024-09-24,2024,9,39,24,Tuesday
634,2024-09-25,2024,9,39,25,Wednesday
635,2024-09-26,2024,9,39,26,Thursday
636,2024-09-27,2024,9,39,27,Friday
637,2024-09-28,2024,9,39,28,Saturday
638,2024-09-29,2024,9,39,29,Sunday
639,2024-09-30,2024,9,40,30,Monday
640,2024-10-01,2024,10,40,1,Tuesday
641,2024-10-02,2024,10,40,2,Wednesday
642,2024-10-03,2024,10,40,3,Thursday
643,2024-10-04,2024,10,40,4,Friday
644,2024-10-05,2024,10,40,5,Saturday
645,2024-10-06,2024,10,40,6,Sunday
646,2024-10-07,2024,10,41,7,Monday
647,2024-10-08,2024,10,41,8,Tuesday
648,2024-10-09,2024,10,41,9,Wednesday
649,2024-10-10,2024,10,41,10,Thursday
650,2024-10-11,2024,10,41,11,Friday
651,2024-10-12,2024,10,41,12,Saturday
652,2024-10-13,2024,10,41,13,Sunday
653,2024-10-14,2024,10,42,14,Monday
654,2024-10-15,2024,10,42,15,Tuesday
655,2024-10-16,2024,10,42,16,Wednesday
656,2024-10-17,2024,10,42,17,Thursday
657,2024-10-18,2024,10,42,18,Friday
658,2024-10-19,2024,10,42,19,Saturday
659,2024-10-20,2024,10,42,20,Sunday
660,2024-10-21,2024,10,43,21,Monday
661,2024-10-22,2024,10,43,22,Tuesday
662,2024-10-23,2024,10,43,23,Wednesday
663,2024-10-24,2024,10,43,24,Thursday
664,2024-10-25,2024,10,43,25,Friday
665,2024-10-26,2024,10,43,26,Saturday
666,2024-10-27,2024,10,43,27,Sunday
667,2024-10-28,2024,10,44,28,Monday
668,2024-10-29,2024,10,44,29,Tuesday
669,2024-10-30,2024,10,44,30,Wednesday
670,2024-10-31,2024,10,44,31,Thursday
671,2024-11-01,2024,11,44,1,Friday
672,2024-11-02,2024,11,44,2,Saturday
673,2024-11-03,2024,11,44,3,Sunday
674,2024-11-04,2024,11,45,4,Monday
675,2024-11-05,2024,11,45,5,Tuesday
676,2024-11-06,2024,11,45,6,Wednesday
677,2024-11-07,2024,11,45,7,Thursday
678,2024-11-08,2024,11,45,8,Friday
679,2024-11-09,2024,11,45,9,Saturday
680,2024-11-10,2024,11,45,10,Sunday
681,2024-11-11,2024,11,46,11,Monday
682,2024-11-12,2024,11,46,12,Tuesday
683,2024-11-13,2024,11,46,13,Wednesday
684,2024-11-14,2024,11,46,14,Thursday
685,2024-11-15,2024,11,46,15,Friday
686,2024-11-16,2024,11,46,16,Saturday
687,2024-11-17,2024,11,46,17,Sunday
688,2024-11-18,2024,11,47,18,Monday
689,2024-11-19,2024,11,47,19,Tuesday
690,2024-11-20,2024,11,47,20,Wednesday
691,2024-11-21,2024,11,47,21,Thursday
692,2024-11-22,2024,11,47,22,Friday
693,2024-11-23,2024,11,47,23,Saturday
694,2024-11-24,2024,11,47,24,Sunday
695,2024-11-25,2024,11,48,25,Monday
696,2024-11-26,2024,11,48,26,Tuesday
697,2024-11-27,2024,11,48,27,Wednesday
698,2024-11-28,2024,11,48,28,Thursday
699,2024-11-29,2024,11,48,29,Friday
700,2024-11-30,2024,11,48,30,Saturday
701,2024-12-01,2024,12,48,1,Sunday
702,2024-12-02,2024,12,49,2,Monday
703,2024-12-03,2024,12,49,3,Tuesday
704,2024-12-04,2024,12,49,4,Wednesday
705,2024-12-05,2024,12,49,5,Thursday
706,2024-12-06,2024,12,49,6,Friday
707,2024-12-07,2024,12,49,7,Saturday
708,2024-12-08,2024,12,49,8,Sunday
709,2024-12-09,2024,12,50,9,Monday
710,2024-12-10,2024,12,50,10,Tuesday
711,2024-12-11,2024,12,50,11,Wednesday
712,2024-12-12,2024,12,50,12,Thursday
713,2024-12-13,2024,12,50,13,Friday
714,2024-12-14,2024,12,50,14,Saturday
715,2024-12-15,2024,12,50,15,Sunday
716,2024-12-16,2024,12,51,16,Monday
717,2024-12-17,2024,12,51,17,Tuesday
718,2024-12-18,2024,12,51,18,Wednesday
719,2024-12-19,2024,12,51,19,Thursday
720,2024-12-20,2024,12,51,20,Friday
721,2024-12-21,2024,12,51,21,Saturday
722,2024-12-22,2024,12,51,22,Sunday
723,2024-12-23,2024,12,52,23,Monday
724,2024-12-24,2024,12,52,24,Tuesday
725,2024-12-25,2024,12,52,25,Wednesday
726,2024-12-26,2024,12,52,26,Thursday
727,2024-12-27,2024,12,52,27,Friday
728,2024-12-28,2024,12,52,28,Saturday
729,2024-12-29,2024,12,52,29,Sunday
730,2024-12-30,2024,12,1,30,Monday
731,2024-12-31,2024,12,1,31,Tuesday
